#,Player,Nation,Position,Team,League,Age,Born,90s,TotPass,PassAtt,TotDist,PrgDist,ShortPass,ShortPassAtt,MedPass,MedPassAtt,LongPass,LongPassAtt,Asissts,Goals,Shoots,SoT,FreeKicks,SCA,PassLiveToShoot,PassDeadToShoot,DribToShoot,ShootToShoot,FoulToShoot,DefToShoot,GCA,PassLiveToGoal,PassDeadToGoal,DribToGoal,ShootToGoal,FoulToGoal,DefToGoal
1355,Moise Kean\3d50bcdb,it ITA,FW,Everton,eng Premier League,21,2000,0.0,1,1,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,Moise Kean\3d50bcdb,it ITA,FW,Juventus,it Serie A,21,2000,12.2,179,238,2711,328,99,124,54,71,17,25,2,5,28,10,0,10,7,0,1,0,2,0,2,1,0,0,0,1,0
1357,Michael Keane\c5b7c315,eng ENG,DF,Everton,eng Premier League,28,1993,31.0,896,1154,21069,7053,264,311,402,473,221,350,2,3,20,6,0,14,9,2,0,3,0,0,1,1,0,0,0,0,0
1358,Ilan Kebbal\37d04e90,dz ALG,MFFW,Reims,fr Ligue 1,23,1998,19.7,623,840,10651,3759,305,378,220,276,72,124,4,1,27,6,0,78,49,8,8,4,5,4,7,4,1,0,1,1,0
1359,Wajdi Kechrida\11962fe7,tn TUN,DFMF,Salernitana,it Serie A,25,1995,10.6,249,343,4111,2090,123,139,101,133,18,51,1,0,6,1,0,18,15,2,0,1,0,0,2,1,0,0,1,0,0
1360,Thilo Kehrer\51dbeea9,de GER,DF,Paris S-G,fr Ligue 1,24,1996,16.8,1154,1215,20096,5499,493,504,558,585,85,100,0,2,9,4,0,9,7,1,0,1,0,0,1,1,0,0,0,0,0
1361,Habib Keita\cc588cbe,ml MLI,MFFW,Lyon,fr Ligue 1,19,2002,0.1,6,6,93,19,3,3,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,Naby Keïta\f25c8e3a,gn GUI,MF,Liverpool,eng Premier League,26,1995,13.0,651,759,10374,2763,331,364,256,290,40,57,1,3,26,7,0,43,33,0,3,4,0,3,6,4,0,1,1,0,0
1363,Yannik Keitel\d2c580ce,de GER,MF,Freiburg,de Bundesliga,21,2000,5.6,129,186,2547,615,50,66,60,81,18,35,0,0,11,2,0,7,5,0,0,2,0,0,0,0,0,0,0,0,0
1364,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,22,1998,2.0,81,90,1869,742,17,17,50,50,14,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,Marc-Oliver Kempf\815c314f,de GER,DF,Hertha BSC,de Bundesliga,26,1995,11.7,316,436,6455,2629,126,146,134,162,51,111,1,0,8,1,0,11,9,1,0,1,0,0,2,2,0,0,0,0,0
1366,Marc-Oliver Kempf\815c314f,de GER,DF,Stuttgart,de Bundesliga,26,1995,9.3,478,578,9630,3687,163,180,238,269,73,116,0,3,13,6,0,13,12,0,0,0,1,0,0,0,0,0,0,0,0
1367,Kenedy\5eebbfdf,br BRA,DF,Chelsea,eng Premier League,25,1996,0.6,38,49,637,193,17,21,18,20,2,5,1,0,1,0,0,3,2,0,0,1,0,0,1,1,0,0,0,0,0
1368,Jonjoe Kenny\099e666f,eng ENG,DF,Everton,eng Premier League,24,1997,11.3,352,473,6446,2833,166,183,139,188,44,85,1,0,5,0,0,20,15,2,2,1,0,0,2,2,0,0,0,0,0
1369,Dimitrios Keramitsis\6f30a1d5,gr GRE,DF,Roma,it Serie A,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,Franck Kessié\05e19d6a,ci CIV,MF,Milan,it Serie A,24,1996,25.6,1162,1329,21946,5060,464,510,543,599,140,187,0,6,32,8,0,66,51,1,2,5,2,5,1,1,0,0,0,0,0
1371,Saîf-Eddine Khaoui\796b1c41,tn TUN,MFFW,Clermont Foot,fr Ligue 1,26,1995,10.3,291,396,4649,1329,158,184,85,112,31,70,0,1,19,7,2,30,13,10,2,2,3,0,1,1,0,0,0,0,0
1372,Wahbi Khazri\2677a1de,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,30,1991,24.7,430,622,7787,2223,218,264,130,185,61,124,0,10,70,18,9,69,45,5,6,6,6,1,3,1,0,0,0,1,1
1373,Rani Khedira\59e4b92e,de GER,MF,Union Berlin,de Bundesliga,27,1994,30.6,697,946,12232,3348,307,385,301,381,63,125,1,0,13,2,0,22,16,0,0,2,2,2,2,2,0,0,0,0,0
1374,Kike\e897d8ba,es ESP,FW,Osasuna,es La Liga,31,1989,20.7,351,517,5539,1070,205,275,96,144,33,58,1,5,51,19,0,49,36,0,2,5,4,2,4,3,0,0,1,0,0
1375,Luca Kilian\610aa1e9,de GER,FW,Mainz 05,de Bundesliga,21,1999,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,Luca Kilian\610aa1e9,de GER,DF,Köln,de Bundesliga,21,1999,25.3,1156,1350,27043,7499,224,262,677,726,243,341,0,1,5,2,0,10,8,1,0,0,1,0,2,1,1,0,0,0,0
1377,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,24,1997,29.9,1279,1476,26905,9568,410,449,655,711,206,297,0,1,13,4,0,9,6,0,1,1,0,1,1,0,0,0,1,0,0
1378,Joshua Kimmich\49296448,de GER,MF,Bayern Munich,de Bundesliga,26,1995,27.5,2199,2585,43953,14127,858,923,934,1045,366,543,9,3,27,8,0,135,71,57,1,2,3,1,22,9,12,0,0,1,0
1379,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,25,1995,28.6,2170,2242,40135,12618,849,870,1080,1104,215,233,0,1,7,1,0,18,16,2,0,0,0,0,3,3,0,0,0,0,0
1380,Joshua King\43458538,no NOR,FW,Watford,eng Premier League,29,1992,25.0,387,524,5865,1126,210,261,146,200,19,28,3,5,48,18,0,60,46,0,4,4,5,1,7,5,0,1,1,0,0
1381,Jakub Kiwior\dc3e663e,pl POL,MF,Spezia,it Serie A,21,2000,21.8,549,696,10801,2551,202,239,256,303,80,122,0,0,9,4,0,15,12,0,0,1,1,1,2,2,0,0,0,0,0
1382,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,it Serie A,23,1997,13.8,396,533,8874,2727,137,170,161,204,93,138,0,1,20,5,2,44,28,7,5,1,1,2,4,3,0,0,1,0,0
1383,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,32,1989,8.9,401,454,8921,2843,117,124,200,215,83,111,0,0,5,1,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0
1384,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,eng Premier League,20,2000,0.4,9,11,250,164,2,2,3,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,de Bundesliga,28,1992,3.8,214,272,4259,1155,90,103,86,98,37,61,0,1,6,2,2,17,12,4,0,0,1,0,1,0,1,0,0,0,0
1386,Mateusz Klich\282679b4,pl POL,MF,Leeds United,eng Premier League,31,1990,23.0,786,1004,12287,3652,427,482,264,331,57,121,2,1,42,18,0,68,54,3,3,4,3,1,6,5,0,0,1,0,0
1387,Thibault Klidje\db013c7d,tg TOG,DFFW,Bordeaux,fr Ligue 1,20,2001,1.0,29,39,529,97,10,12,14,17,4,9,0,0,1,0,0,6,5,0,0,0,1,0,0,0,0,0,0,0,0
1388,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,de Bundesliga,21,2000,6.7,146,196,2424,624,73,87,58,73,10,20,1,0,11,3,0,15,9,0,2,1,3,0,1,1,0,0,0,0,0
1389,Fabian Klos\e21042ae,de GER,FW,Arminia,de Bundesliga,33,1987,15.8,237,443,3813,1130,142,211,62,147,26,53,1,3,37,14,0,24,21,0,2,1,0,0,1,1,0,0,0,0,0
1390,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,933,1070,17250,6004,373,404,465,507,88,136,1,0,6,1,0,7,7,0,0,0,0,0,1,1,0,0,0,0,0
1391,Justin Kluivert\4c3a6744,nl NED,MF,Nice,fr Ligue 1,22,1999,20.8,450,699,8441,2549,216,259,157,225,64,171,5,4,30,10,2,62,33,22,3,2,2,0,8,4,3,1,0,0,0
1392,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,67,100,1270,558,27,34,34,47,6,16,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
1393,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,de Bundesliga,19,2002,1.3,23,37,302,80,14,17,5,11,2,4,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1394,Ansgar Knauff\19a967ab,de GER,DF,Eint Frankfurt,de Bundesliga,19,2002,8.4,221,347,3612,1432,102,149,99,143,13,32,1,1,12,4,0,22,15,1,1,1,4,0,3,2,0,0,0,1,0
1395,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,de Bundesliga,29,1992,33.0,1364,1683,33477,11451,245,293,724,805,376,554,0,0,10,4,0,16,15,0,0,0,1,0,1,1,0,0,0,0,0
1396,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,de Bundesliga,23,1997,28.5,833,1020,20647,10759,210,210,411,413,208,393,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0
1397,Robin Koch\ea6bc03a,de GER,MFDF,Leeds United,eng Premier League,25,1996,17.5,531,681,10668,3199,175,214,266,316,79,121,0,0,12,1,0,18,16,0,0,1,1,0,1,1,0,0,0,0,0
1398,Samuel Koeberlé\6751b938,fr FRA,MF,Reims,fr Ligue 1,16,2004,0.0,1,1,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,fr Ligue 1,19,2002,4.2,51,80,694,82,32,42,9,19,4,7,0,1,9,2,0,13,7,0,1,2,3,0,1,0,0,0,1,0,0
1400,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,647,852,11344,3501,298,366,274,351,60,102,3,0,18,2,0,33,23,0,2,3,1,4,9,6,0,0,1,1,1
1401,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,es La Liga,19,2001,2.0,38,50,702,212,14,16,18,25,4,5,0,0,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0
1402,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,29,1992,27.9,1508,1761,26184,7784,708,754,613,690,150,249,2,1,12,6,0,54,46,3,0,1,3,1,7,7,0,0,0,0,0
1403,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,it Serie A,30,1991,0.6,17,26,277,33,11,16,4,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,it Serie A,35,1985,0.5,30,37,563,235,12,14,11,14,5,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1405,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,28,1993,1.0,10,13,167,64,4,4,5,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,Sead Kolašinac\3935e52e,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,192,246,3002,855,102,116,78,103,8,17,1,0,0,0,0,7,6,1,0,0,0,0,1,1,0,0,0,0,0
1407,Luca Koleosho\fc076f78,us USA,FW,Espanyol,es La Liga,16,2004,0.0,1,1,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,Randal Kolo Muani\c0b3669f,fr FRA,FWMF,Nantes,fr Ligue 1,22,1998,32.8,403,601,5476,1028,251,326,117,186,15,34,4,12,55,26,0,81,53,1,7,6,13,1,13,7,0,3,1,2,0
1409,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,1256,1592,23183,9227,516,578,571,685,148,264,3,2,15,6,0,35,31,2,0,2,0,0,4,3,0,0,1,0,0
1410,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,991,1306,17399,7793,457,524,413,508,103,215,3,1,19,5,0,50,41,1,4,1,2,1,7,5,0,2,0,0,0
1411,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,eng Premier League,22,1999,11.0,655,728,13686,4843,171,186,386,407,91,120,0,0,4,0,0,6,6,0,0,0,0,0,2,2,0,0,0,0,0
1412,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,es La Liga,28,1993,20.9,880,1008,17035,4149,379,416,341,383,139,180,2,1,15,1,0,23,19,0,2,0,0,2,4,3,0,0,0,0,1
1413,Ibrahima Koné\04bb2b06,ml MLI,FW,Lorient,fr Ligue 1,22,1999,8.1,101,142,1190,269,73,91,21,33,2,9,1,5,14,8,0,25,18,0,0,2,3,2,3,2,0,0,0,0,1
1414,Kouadio Koné\86574238,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,1047,1190,17660,5743,507,551,433,477,85,118,0,2,29,10,1,39,31,0,3,0,3,2,2,1,0,0,0,1,0
1415,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,335,437,6382,2660,136,146,158,188,40,90,1,0,8,3,0,10,9,0,1,0,0,0,1,1,0,0,0,0,0
1416,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,850,971,16866,5122,261,286,464,497,111,166,0,2,15,6,0,10,8,0,0,1,0,1,0,0,0,0,0,0,0
1417,Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,1185,1482,23746,7434,453,514,514,588,181,315,1,4,28,9,2,83,60,13,6,3,1,0,5,5,0,0,0,0,0
1418,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,496,544,12164,3946,92,99,268,279,134,162,1,0,1,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0
1419,Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,978,1160,20905,7017,302,329,485,534,184,267,1,0,4,1,0,9,9,0,0,0,0,0,1,1,0,0,0,0,0
1420,Filip Kostić\b1cd37e6,rs SRB,DFFW,Eint Frankfurt,de Bundesliga,28,1992,28.0,1038,1618,22600,9276,347,443,478,653,203,432,9,4,52,18,10,130,68,50,1,8,2,1,12,7,4,0,1,0,0
1421,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33.0,1393,1583,25125,5442,622,691,585,644,157,196,2,1,38,11,1,56,40,1,7,2,4,2,7,6,0,1,0,0,0
1422,Nianzou Kouassi\5853ac44,fr FRA,DF,Bayern Munich,de Bundesliga,19,2002,6.5,487,527,9429,2858,168,180,267,282,47,58,1,1,7,1,0,9,6,0,0,2,0,1,2,2,0,0,0,0,0
1423,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,1425,1630,28135,10750,547,586,643,695,214,315,1,3,11,7,0,20,13,0,1,2,1,3,4,2,0,0,1,0,1
1424,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,1903,2124,38856,13066,665,708,922,980,296,401,1,2,14,3,0,34,30,0,1,1,2,0,2,2,0,0,0,0,0
1425,Christos Kourfalidis\5c522c88,gr GRE,MFDF,Cagliari,it Serie A,18,2002,0.2,8,12,150,15,2,3,5,5,1,2,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1426,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,935,1116,21102,5740,207,240,541,599,175,246,0,1,22,5,0,12,7,0,1,3,0,1,0,0,0,0,0,0,0
1427,Cheikhou Kouyaté\8d3c902d,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,657,789,11232,2837,297,346,278,327,61,86,1,0,8,0,0,17,14,0,2,0,0,1,1,1,0,0,0,0,0
1428,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,1065,1193,19713,4484,451,488,468,509,127,166,5,2,22,6,1,58,50,0,2,3,3,0,6,6,0,0,0,0,0
1429,Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,459,601,8047,1874,220,271,179,216,50,88,3,1,8,2,1,23,18,3,1,0,1,0,4,4,0,0,0,0,0
1430,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,555,760,9088,4137,272,308,212,292,48,110,1,0,6,1,0,13,7,4,1,1,0,0,1,1,0,0,0,0,0
1431,Alex Král\e717705a,cz CZE,MF,West Ham,eng Premier League,23,1998,0.0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,30,1991,30.1,819,1057,13079,2951,440,527,290,364,57,102,9,6,93,35,6,84,61,6,3,8,5,1,11,11,0,0,0,0,0
1433,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,370,467,6001,1768,188,218,146,180,30,47,0,0,3,1,0,10,8,0,0,0,1,1,0,0,0,0,0,0,0
1434,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1997,5.0,69,106,973,251,32,44,18,27,7,16,1,1,12,2,0,10,5,0,2,1,2,0,3,2,0,0,1,0,0
1435,Julian Kristoffersen\b804c280,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,1,2,7,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,2076,2258,43854,12542,820,841,790,824,435,548,3,1,46,12,4,84,55,26,2,0,0,1,4,3,1,0,0,0,0
1437,Florian Krüger\f9f92b5f,de GER,FWMF,Arminia,de Bundesliga,22,1999,12.5,212,310,3381,1018,120,151,64,94,20,39,2,1,18,5,1,21,20,0,0,1,0,0,2,2,0,0,0,0,0
1438,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,33,1988,29.0,730,1057,23374,13073,90,92,309,313,329,649,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0
1439,Rade Krunić\817c6964,ba BIH,MFFW,Milan,it Serie A,27,1993,15.7,478,579,7227,1748,266,307,161,192,28,42,1,0,10,2,0,38,29,1,1,3,2,2,4,1,0,0,2,0,1
1440,Max Kruse\f9446dcd,de GER,FWMF,Wolfsburg,de Bundesliga,33,1988,12.5,366,498,6682,1256,175,219,135,174,48,77,1,7,19,9,0,26,21,0,2,2,1,0,3,2,0,0,0,1,0
1441,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,de Bundesliga,33,1988,14.1,350,481,7107,2028,146,179,141,177,61,110,4,5,27,8,3,55,39,5,2,7,1,1,10,7,0,0,3,0,0
1442,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,28,1992,25.9,907,1242,17981,5821,351,411,407,512,136,266,0,2,13,6,0,28,23,1,0,1,2,1,2,2,0,0,0,0,0
1443,Takefusa Kubo\16aa3654,jp JPN,FWMF,Mallorca,es La Liga,20,2001,17.8,363,516,5885,2113,193,243,120,169,38,67,0,1,49,9,3,69,43,6,5,2,12,1,4,3,0,0,0,1,0
1444,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,488,697,8569,2583,243,305,173,240,57,108,1,1,46,11,3,37,23,0,5,2,5,2,2,1,0,0,0,1,0
1445,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,4,6,38,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,Dejan Kulusevski\df3cda47,se SWE,MFFW,Tottenham,eng Premier League,21,2000,14.0,389,464,5908,1278,225,243,139,164,18,30,8,5,26,9,0,47,35,0,6,5,1,0,14,10,0,3,1,0,0
1447,Dejan Kulusevski\df3cda47,se SWE,FWMF,Juventus,it Serie A,21,2000,8.6,196,244,2991,663,109,138,68,74,14,18,3,1,18,6,0,23,15,0,3,2,2,1,5,3,0,2,0,0,0
1448,Marash Kumbulla\a40819d9,al ALB,DF,Roma,it Serie A,21,2000,11.4,546,632,11952,3326,145,165,294,315,100,129,0,0,7,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1449,Fabian Kunze\d25fee56,de GER,MF,Arminia,de Bundesliga,23,1998,14.0,370,496,6694,1770,171,205,141,181,49,83,0,0,11,1,0,15,10,0,2,0,3,0,0,0,0,0,0,0,0
1450,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,988,1195,17609,7839,457,513,416,483,102,167,0,1,7,3,0,27,22,3,1,0,0,1,0,0,0,0,0,0,0
1451,Grejohn Kyei\397ba086,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,4.4,70,93,994,226,48,56,17,24,5,10,1,0,11,3,0,11,9,0,0,1,1,0,1,1,0,0,0,0,0
1452,Giorgos Kyriakopoulos\0a483542,gr GRE,DFFW,Sassuolo,it Serie A,25,1996,21.9,1061,1283,18298,7144,513,544,428,484,102,205,5,0,30,10,0,58,42,4,6,0,5,1,10,7,1,0,0,2,0
1453,Andrea La Mantia\c375dfa5,it ITA,FW,Empoli,it Serie A,30,1991,5.4,70,98,896,214,46,58,18,29,2,3,0,2,17,3,0,11,9,0,0,1,1,0,1,0,0,0,0,1,0
1454,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,fr Ligue 1,27,1994,3.8,61,97,969,309,35,52,16,26,6,8,0,3,13,5,0,8,5,0,1,1,0,1,0,0,0,0,0,0,0
1455,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,fr Ligue 1,27,1994,30.3,433,656,6604,1370,246,329,144,234,32,48,8,12,83,32,0,73,55,1,2,12,1,2,18,14,0,1,3,0,0
1456,Alexandre Lacazette\9dbb75ca,fr FRA,FWMF,Arsenal,eng Premier League,30,1991,19.8,350,456,4810,993,217,266,87,119,21,32,7,4,43,12,1,65,43,0,7,4,9,2,9,6,0,0,1,1,1
1457,Tom Lacoux\295ba708,fr FRA,DFMF,Bordeaux,fr Ligue 1,19,2002,10.1,322,411,5697,1771,149,169,133,158,31,58,0,0,2,0,0,12,6,1,0,0,2,3,3,1,1,0,0,0,1
1458,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,fr Ligue 1,18,2003,2.2,55,76,1193,559,13,16,32,38,9,18,1,0,2,0,0,2,1,0,0,1,0,0,1,0,0,0,1,0,0
1459,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,1242,1513,28947,9899,286,329,679,753,272,394,0,0,18,3,0,22,17,1,0,2,0,2,0,0,0,0,0,0,0
1460,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38.0,681,1114,23861,17019,82,83,284,291,314,738,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0
1461,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,31,1989,33.8,917,1216,24227,9453,181,226,452,530,279,443,2,3,14,5,0,7,3,3,0,1,0,0,2,0,1,0,1,0,0
1462,Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,13.8,558,696,9440,2437,276,320,205,245,56,87,4,4,16,7,0,33,27,0,3,2,1,0,6,4,0,1,1,0,0
1463,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,16.3,575,767,9552,4254,282,334,242,313,43,80,2,1,12,2,0,32,27,0,1,0,4,0,7,5,0,1,0,1,0
1464,Diego Lainez\bf12926c,mx MEX,FW,Betis,es La Liga,21,2000,1.6,45,55,610,114,30,32,13,18,2,2,0,0,1,1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0
1465,Adam Lallana\99813635,eng ENG,MF,Brighton,eng Premier League,33,1988,17.3,828,947,13036,2768,453,496,303,332,52,78,1,0,20,4,0,27,23,0,1,0,2,1,3,3,0,0,0,0,0
1466,Vassilis Lambropoulos\591477c9,gr GRE,DF,Bochum,de Bundesliga,31,1990,13.0,350,420,8678,2120,62,78,187,210,94,121,0,0,4,1,0,6,5,0,0,1,0,0,0,0,0,0,0,0,0
1467,Érik Lamela\abe66106,ar ARG,FW,Sevilla,es La Liga,29,1992,11.3,409,479,6354,1338,221,249,149,167,26,33,2,5,22,12,0,35,31,1,1,0,1,1,4,4,0,0,0,0,0
1468,Didier Lamkel Zé\b229aa13,cm CMR,FW,Metz,fr Ligue 1,24,1996,6.7,128,180,1829,202,78,100,39,53,7,14,0,3,14,7,0,15,9,0,2,1,3,0,0,0,0,0,0,0,0
1469,Sam Lammers\c283ddef,nl NED,FW,Eint Frankfurt,de Bundesliga,24,1997,5.7,89,135,1233,351,51,77,30,42,2,4,0,1,12,4,0,7,6,0,0,1,0,0,0,0,0,0,0,0,0
1470,Sam Lammers\c283ddef,nl NED,FW,Atalanta,it Serie A,24,1997,0.4,11,19,164,62,6,8,4,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,Tariq Lamptey\f4e433d4,eng ENG,DFFW,Brighton,eng Premier League,20,2000,17.3,607,787,9156,2089,340,387,225,283,27,67,2,0,19,4,0,47,33,0,4,3,4,3,2,2,0,0,0,0,0
1472,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,eng Premier League,28,1993,19.8,1103,1217,17841,4249,583,613,402,443,91,120,3,5,13,4,1,55,45,5,2,0,2,1,10,6,1,1,0,1,1
1473,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,27,1994,31.4,2703,2853,58451,16557,757,788,1450,1497,482,549,0,4,35,7,0,30,26,0,0,3,1,0,4,2,0,0,1,1,0
1474,Julien Laporte\f066022d,fr FRA,DF,Lorient,fr Ligue 1,27,1993,32.1,1223,1422,30805,10409,242,266,602,650,369,484,0,2,17,3,0,10,8,1,0,0,0,1,1,1,0,0,0,0,0
1475,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,fr Ligue 1,20,2001,3.8,129,160,2179,717,69,77,44,52,12,22,0,0,3,1,0,11,6,0,1,0,3,1,1,0,0,0,0,1,0
1476,Kevin Lasagna\09538fdb,it ITA,FWMF,Hellas Verona,it Serie A,28,1992,13.2,192,287,3145,724,109,144,48,74,22,30,4,2,41,16,0,32,21,0,2,5,2,2,7,6,0,0,0,1,0
1477,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,22.9,508,667,10831,3131,125,164,298,350,75,136,0,1,16,3,0,6,6,0,0,0,0,0,1,1,0,0,0,0,0
1478,Bryan Lasme\ebac0ace,fr FRA,FW,Arminia,de Bundesliga,22,1998,9.7,122,197,1897,404,70,107,35,55,10,17,0,2,14,7,0,19,14,0,2,1,2,0,0,0,0,0,0,0,0
